X.text.,year,month,id
SWP No. 38.3(Examination of Martha Corey as Told by Deodat Lawson)[March 21 1692]On Monday the 21st of March The Magistrates of Salem appointed to come to Examination of Goodw C. And about twelve of the Clock they went into the Meeting-House which was Thronged with Spectators: Mr. Noyes began with a very pertinent and pathetic  Prayer; and Goodwife C. being called to answer to what was Alledged against her she desired to go to Prayer which was much wondred at in the presence of so many hundred people: The Magistrates told her they would not admit it; they came not there to hear her Pray but to Examine her in what was Alledged against her. The Worshipful Mr. Hathorne asked her Why she Afflicted those Children! she said she did not Afflict them. He asked her who did then? she said I do not know; How should I know? The Number of the Afflicted Persons were about that time Ten viz. Four Married Women Mrs Pope Mrs. Putman Goodw. Bibber and an Ancient Woman named Goodall three Maids Mary Walcut Mercy Lewes at Thomas Putman’s and a Maid at Dr. Griggs’s there were three Girls from 9 to 12 Years of Age each of them or thereabouts viz. Elizabeth Parris Abigail Williams and Ann Putman; these were most of them at G. C’s Examination and did vehemently accuse her in the Assembly of afflicting them by Biting Pinching Strangling &c. And that they did in their Fit see her Likeness coming to them and bringing a Book to them she said she had no Book; they affirmed she had a Yellow-Bird that used to suck betwixt her Fingers and being asked about it if she had any Familiar Spirit that attended her she said She had no Familiarity with any such thing- She was a Gospel Woman: which Title she called her self by; and the Afflicted Persons told her ah! She was A Gospel Witch. Ann Putman did there affirm that one day when Lieutenant Fuller was at Prayer at her Fathers House she saw the shape of Goodw. C. and she thought Goodw. N. Praying at the same time to the Devil she was not sure it was Goodw. N. she thought it was; but very sure she saw the Shape of G. C. The said C. said they were poor distracted Children and no heed to be given to what they said. Mr. Hathorne and Mr. Noyes replyed it was the judgment of all that were present they were Bewitched and only she the Accused Person said they were Distracted. It was observed several times that if she did but bite her Under lip in time of Examination the persons afflicted were bitten on their armes and wrists and produced the Marks before the Magistrates Ministers and others. And being watched for that if she did but Pinch her Fingers or Graspe one Hand hard in another they were Pinched and produced the Marks before the Magistrates and Spectators. After that it was observed that if she did but lean her Breast against the Seat in the Meeting House (being the Barr at which she stood) they were afflicted. Particularly Mrs. Pope complained of grievous torment in her Bowels as if they were torn out. She vehemently accused said C. as the instrument and first threw her Muff at her; but that flying not home she got off her Shoe and hit Goodwife C. on the head with it. After these postures were watched if said C. did but stir her feet they were afflicted in their Feet and stamped fearfully. The afflicted persons asked her why she did not go to the company of Witches which were before the Meeting house mustering? Did she not hear the Drum beat? They accused her of having Familiarity with the Devil in the time of Examination in the shape of a Black man whispering in her ear; they affirmed that her Yellow-Bird sucked betwixt her Fingers in the Assembly; and order being given to see if there were any sign the Girl that saw it said it was too late now; she had removed a Pin and put it on her head; which was found there sticking upright. They told her she had Covenanted with the Devil for ten years six of them were gone and four more to come. She was required by the Magistrates to answer that Question in the Catechism How many persons be there in the God-Head? she answered it but oddly yet was there no great thing to be gathered from it; she denied all that was charged upon her and said They could not prove a Witch; she was that Afternoon Committed to Salem-Prison; and after she was in Custody she did not so appear to them and afflict them as before.( Deodat Lawson. A Brief and True Narrative of Some Remarkable Passages Relating to Sundry Persons Afflicted by Witchcraft at Salem Village (Boston: Benjamin Harris 1692) pp. 4–6.),1692,,38.3
SWP No. 38.4(Mittimus for Martha Corey  Giles Corey  Rebecca Nurse Dorothy Good Sarah Cloyce John Proctor & Elizabeth Proctor )[May 25 1692 ] To the Keeper of their Majest's Goale in Boston You are in theire Majest's names hereby required to take into  your care and safe Custody the Bodys of Martha Cory the wife of Giles Cory of Salem farmes husbandman Rebecka Nurse the wife of francs Nurce of Salem Village husbandman. Dorothy Good the  daugter of Wm Good afores'd husbandman. Sarah Cloyce the wife of peter Cloyce of Salem Village husbandman. John procter of Salem farmes husbandman and Elizabeth the wife of s d John Procter of Salem farmes Husbandman who all and every one of them stand charged in behalfe of theire Majest's for feloniously Committeing Sundry Acts of Witchcraft Lately at Salem Village on the bodys of  Ann putnam the daugter of Thomas putnam Abigail Williams Eliz. Hubbert & others of Salem Village afores'd whereby great hurt hath  beene donne to theire bodys Contrary to the peace of our Sov'r L'd  & Lady Wm & Mary of England &c King & Queen whome you are all well to secure untill thay shall be delivered by due order of Law  And hereof you are not to faileDated Boston May 25't 1692. *John Hathorneper vs *Jonathan. Corwin  Assis'ts (Reverse) Sarah Good Rebecca Nurss Jno Willard John Proctor Eliza Proctor SuSanah Martin Bridget Bishop all Oliver Alice ParkerTittuba Indian ( Essex County Archives Salem -- Witchcraft Vol. 1 no. 36 ),1692,May,38.4
SWP No. 38.5(Indictment No. 1 of Martha Corey for Afflicting Ellizabeth Hubbard )[+ August 4 1692 ]Province of the Mattathusets Bay  in New England  Essex ssAnno Regis et Reginae Willm et Mariae nunc: Angliae & .c  QuartoThe Jurors for our Sovereigne Lord and Lady the King and  Queen pr'sents That Martha Corey Wife of Gyles Corey of Salem husbandman the 21: Day of March in the fourth Year of the Reigne of  our Sovereigne Lord and Lady William and Mary by the Grace of  God of England Scottland France and Ireland King and Queen De-  fend'rs of the faith &c and Divers other Dayes and times as well  before as After Certaine Detestable Arts called Witchcrafts & sorceries  wickedly and felloniously hath Used Practised & Exercised. at and  within the Township of Salem in the County of Essex afores'd in  upon and ag't one Elizabeth Hubbard of Salem singlewoman by  which said wicked Arts the said Elizabeth Hubbard the 21. Day of  March in the year aboves'd and Divers other Dayes & times as well before as after was and is Tortured afflicted Pined Consumed and Tormented and also for sundry other Acts of Witchcraft by said  Martha Corey - Committed and Done before and since that time ag't  the Peace of our Sovereigne Lord & Lady the King and Queen their  Crowne and Dignity and ag't the form of the statute in that case  made and Provided/Witnesses  El: Hubbard & Jury of womens returnMarcy LewisAnn PutnamEdward PutmanEzek. Cheever (Reverse) No 17 Martha Corey Bila Vera Martha Corey ( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 37. ),1692,August,38.5
SWP No. 38.6(Indictment No. 2 of Martha Corey for Afflicting Mercy Lewis )[+ August 4 1692 ]Province of the Massacusetts  Bay in New England\s-\ Essex ssAnno Regis et Reginae Willm  et Mariae nunc. Angliae &c QuartoThe Jurors of our Sovereigne Lord and Lady the King & Queen  pr'sents That Martha Corey wife of Giles Corey of Salem -- husbandman -- the 21 day of March in the fourth Year of the Reigne  of our Sovereigne Lord and Lady William & Mary by the Grace of God of England Scottland France and Ireland King & Queen defend'rs of the faith &c and divers other dayes & times as well before as after.  certaine detestable Arts called Witchcrafts & Sorceries. Wickedly  and felloniously hath Used Pratised & Exercised at and within the Towneship of Salem in the County of Essex aforesaid in upon  & agt one Marcy Lewis of Salem village Singlewoman -- by which  said Wicked Arts the said Marcy Lewis the 21 -- day of March in  the fourth year above said & divers other days & times as well before as after was and is Tortured afflicted Pined Consumed wasted & Tormented and also for sundry other Acts of Witchcrafts  by said Martha Corey -- Committed & done before & since that time ag't the Peace of our Sovereign Lord and Lady the King and Queen  their Crowne and dignity and ag't the form of the Statute in that  case made and ProvidedMary LewisEliz. HubbardAnn PutmanEdward PutmanEzek. Cheever (Reverse) Billa VeraMartha Corey                                                                    Martha Corey( Witchcraft Papers no. 14 Massachusetts Historical Society Boston MA. ),1692,August,38.6
SWP No. 38.7(Summons for Witnesses v. Mary EstySarah Cloyce  Giles Corey & Martha Corey  and Officer’s Return)[September 5 1692 ]Wm & Mary by the Grace of God of England Scotland France  & Ireland King & Queen defenders of the faith &c.To the Sheriffe of Essex or deputy or Constable or Constables of  Salem Topsfield & Boxford GreetingWee Comand you & Either of you to warn and give Notice  unto Jonathan Putman James Darlin Samuel Abbey of Salem Daniel Clarke of Topsfield & Samuel Smith of Boxford Edward Putman  Ez: Cheever Jno Parker Sen'r Sam'll Braybrooke Mary Wolcot Ann Putman Sarah Vibber Marcey lewis Eli: Hubbard that they & Every  of them be at the Next Court of Oyer & Terminer holden at Salem  on Tuesday Next at Twelve of the Clock or as soon after as may be  there to testify the truth to the best of their knowledge on Sev-  erall Indictments Exhibited against Mary Easty & Sarah Cloyce Giles Corey & Martha Corey his wife hereof Make Return fail notdated in Salem : Sep'r 5'th 1692.  & in the fourth year of Our Reign  Stephin Sewall Cler  (Reverse) To the Clark of Salem I have a cordenely to warent Sommand danile clake of topsfield And Samuel Smith                                *Joseph Andrews Constable                                                      of Boxford ( Essex County Court Archives Salem -- Witchcraft Vol. 1 No. 40 ),1692,September,38.7
SWP No. 38.8( Testimony of Abigail Williams v. Martha Corey )[May 31 1692 ]The testimony of Abigail Williams Witnesseth & saith that divers  times in the monthe of March last past particularly 14.20.21. & 23 dayes of that month & also in the month of April last past at several times particularly on the. 12. 13. &.14 dayes of that month she the said Abigail was much disquieted by the apparition of Martha Kory  by which apparition she was sometimes haled to & fro. & somtimes  pinched & somtimes tempted to put her hand to the Devils book & that she hath several times seen her at the Devils sacramentMay 31'st 1692   attested before (Reverse) Williams ag'stMartha Kory ( Witchcraft Papers No. 16b Massachusetts Historical Society Boston MA. ),1692,May,38.8
SWP No. 38.9( Deposition of Ephraim Shelden v. Martha Corey )[April 10 1692 ]The deposition of Ephraim Shelden aged April 10'th 92  20 years  who testefieth. and sayth I this deponent being at the house of Lewtent Ingersol when Mercy Lewes was in one of her fits I heard her cry out of Goodwife Cloyce and when she came to herselfe she was  asked who she saw. she answered she saw no body they demanded of her whether or noe she did not see. Goodwife Nurse or Goodwife Cloyce or Goodwife Gory . she answered she saw no body./(Reverse) Eph: Shelden( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 43. ),1692,April,38.9
SWP No. 38.10( Deposition of Samuel Parris  Nathaniel Ingersoll and  Thomas Putnam v. Martha Corey )[+ March 21 1692 ]The Deposition ofSam: Parris aged about. 39. years & Nathan- ael Ingersol aged about fifty & eight yeares & Thomas Putman aged  about fourty yeares all of Salem -- testifyeth & saith that severall of the bewitched persons were much afflicted at the examination of  Martha Kory wife to Giles Kory of Salem #[& particu] before the honoured Magistrates . 21. March. 1961/2 & particularly that #[when] before her hands were held severall of the afflicted were pincht  & when said Martha bit her lip severall of them were bitten: & that  some of the afflicted said there was a black man whispering in her ear namely Mary Walcot and Abigail Williams both of which also  were bit & pincht by her as they said(Reverse) The Depoon of Sam: Parris &c ag'st Martha Kory( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 42. ),1692,,38.10
SWP No. 38.11(Testimony of Giles Corey v. Martha Corey )[March 24 1692 ]The evidence of Giles Choree testifieth & saith that Last sattur-  day in the Evening. sitting by the fire my wife asked me to go to  bed. I told I would go to prayr. & when I went to prayer I could   nott utter my desires w'th any sense not open my mouth to speake  My wife did perceive itt & came towards. me & said she was coming to me. After this in alittle space I did according to my measure  attend the duty.Sometime last weake I fetcht an ox well out the woods. about noone & he laying down in the yard I went to raise him to yoake  him butt he could not rise butt dragd his hinder parts as if he had  been hiptshott. butt after did rise.I had a Catt somtimes last weeke strangly taken on the suddain  & did make me think she would have died presently. #[butt] my  wife bid me knock her in the head. butt I did not. & since she is  well.Another time going to duties I was interrupted for aspace. butt affterward I was helpt according to my poore measureMy wife hath ben wont to sitt up after I went to bed & I have perceived her to kneel down to the harth. as if she were at prayr but  heard nothing At #[the Examenatio of Sarah] Good & others my wife was willingMarch: 24'th 1691/2  (Reverse) Joh[ n] ( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 43. ),1692,,38.11
SWP No. 38.12( Deposition of Edward Putnam and Ezekiel Cheever v. Martha Corey )[September 8 1692]The deposition of Edward Putnum aged about 36 years and Ezekiel Cheever aged about 37 years testifieth and sayeth that wee being  often complained unto by An Putnum that goode Corie did often  appear to her and tortor her by pinching and other wayes thought  it our duty to goe to her and see what shee would say to this complaint shee being in church covenant with us.and accordingly upon the 12'th day of march about ten of the  clock we appointed to goe about the midle afternoon and wee desired An Putnam to take good notice of what cloathes goode Corie  came in that so we might see whither shee was not mistaken in the  person and accordingly wee went to the house of Thomas Putnum  before we went to goode Corie to see what An could say about  her cloathes. and shee told us that presently after we had #[spoken]  told her that we would goe and talke with goode Corie shee came  and blinded her but told her that her name was Corie and that shee  should see her no more before it was night because she should not  tell us what cloathes shee had on and then shee would come again  and pay her off.then wee went both of us away from the house of Thomas Put- num to the house of Giles Corie where we found go the abovesaid  Corie all alone in her house and as soone as we came in. in a smiling manner shee sayeth I know what you are come for you are come  to talke with me about being a witch but I am none I cannot helpe  peoples talking of me Edward Putnum answered her that it was the  afflicted person that did complain of her that was the occasion of  our coming to her. she presently replied but does shee tell you what  cloathes I have on we made her no answer to this at her first asking  where upon shee asked us again with very great eagernes but does  she tell you what cloathes I have on at which questions with that  eagernes of mind. with which shee did aske made us to thinke of  what An Putnum had told us before wee went to her. #[to which]  and wee told her no shee did not for shee told us that you came and  blinded her and told her that shee should see you no more before  it was night that so shee might not tell us what cloathes you had  on. shee made but litle answer to this but seemed to smile at it as  if shee had showed us a pretty trickwe had a great deal of talke with her about the complaint that was  of her and how greatly the name of God and religion and thee  church was dishonured by this meanes but shee seemed to be no  way conserned for any thing about it but only to stop the mouthes  of people that they might not say thus of her shee told us that shee did  not thinke that they were accused for shee said if they were wee  could not blame the devill for making witches of them for they were  idle sloathfull persons and minded nothing that was good. but we  had no reason to thinke so of her for shee had made a profession of  christ and rejoyced to go and hear the word of god and the like.  but we told her it was not her making an out ward profession that  would clear her from being a witch for it had often been so in the  wourld that witches had crept into the churches: much more dis-  course we had with her but shee made her profession a cloake to   cover all she furder told us that the devill was come down amongst  us in great rage and that God had forsaken the earth. and after much  discourse with her being to much here to be related we returned to  the house of the above said Thomas Putnum and we found that shee  had done as shee said shee would for shee came not to hurt the above  said Putnum as #[shee] Ann Putnam told us all this time but after  we were gone we understand that shee came again as shee did use to  doe before greatly afflicting of herwe doe furder testifie that upon her examination shee accordeng to  what was said of her that shee would open thee eyes of the magis-  trates and ministers. so shee did for shee made a most clear discovery  witchcraft for by biting her lip it was observed that the afflicted #  [children] persons were bit when that was discovered then we observed that shee would #[pinch] pinch them by niping her fingers  togeather and when that was discovered and her hands held then  shee afflict them by working with her foot and when that was discovered then shee pressed upon the seate with her breast and mistress Pope was greatly afflicted by great pressure upon her stomackJurat in Curia Sept. 8. 92(Reverse) Mr Ezekell Cheevers: affimd: to the Jury of inquest: that  he saw: Martha wife of Giles Cory examined before the majestrates:  at which time he observed that the s'd Cory: some times did: bite  her lip: and when she bit her lip: Mercy Lewis and Eliza'th Hubbard  and others of the afflicted persons: were bitten: also when s'd  Cory: pinched her fingers to gether: then mercy lewis & elizabeth Hubbard and others were pinched: and #[when] according to: the  motions of s'd martha Coryes body: so was the afflicted persons: afflicted: this he affirmd to be true according to the best of his observation: Mr Edward Putnam affirmd the same: to the Jury of inquest that: Mr Cheevers doth. Mr Thomas Putnam affirmed the same: all upon oathe all of themEd PutmanEliza. Cheever Edw'd Putnam & [Elz.] Cheever Deposition ( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 39. ),1692,September,38.12
SWP No. 38.13(Elizabeth Booth v. Martha Corey )[June 30 1692]The testimony of Elesebeth Booth Aged 18 yers or their a bout  testifieth that one the 8 of June Geiorg nedom A peired unto me  & saide that mattha Goerie Kiled him Because he wold not mend her  Lening whealElesebeth Booth. The testimony of Elesebeth Booth Aged 18 yers or their a  bout testifieth that on the 8 day of June Thomas Goold Senyer  Apered unto me & told me that #[she] mattha Corie kiled him  because he told her she did not doe weel by Goodman parkers Childringe *Elesebeth Booth upon Oath Elizabeth Booth owned all that is above written before & unto  the Gran inquest on the 30'th Day of June 1692( Essex County Court Archives Salem -- Witchcraft Vol. 1 no. 104 Vol. 2 no 112 ),1692,June,38.13
SWP No. 38.14(Deposition of Elizabeth Hubbard v. Martha Corey )[August 4 1692]The Deposistion of Elizabeth Hubburd agged about 17 years who  testifieth and saith that about the 15'th march 1691/2 I saw the  Apperishtion of Martha Cory who did Immediatly hurt me and urged  me to writ in hir book and so she continewed hurting of me by times  tell the 21 march being the day of hir Examination: and then in the  time of hir Examination she did torment me most dreadfully by biting pinching and almost choaking me the marks of which I shewed  to severall and at the same time aso I saw the Apperishtion of Martha Cory greviously afflect mircy lewes: and also severall times sence  the Apperishtion of martha Cory has most greviously afflected me  and urged me vehemently to writ in hir book also on the day of hir  Examination I saw martha Cory or hir Apperance most greviously  tormet [mary wolcott](/tag/walcott_mary.html) [mercy lewes](/tag/lewis_mercy.html) [Abigail williams] and ann putnam  and I beleve in my heart that martha Cory is a dreadfull wicth and  that she hath very often afflected and tormented me and the afformentioned parsons by acts of wicthcraft                                                                                           Jurat in Curia  Eliz: Hubbard: declared the above written Evidence: to be the truth:  before the Jury of inquest upon oath: Aug'st 4: 1692 Aug'st 4: 1692 (Reverse) Eliz Hubbard against Martha Cory ( Witchcraft Papers no. 19 Massachusetts Historical Society Boston MA. ),1692,August,38.14
SWP No. 38.15( Deposition of Edward Putnam v. Martha Corey )[+ March 21 1692]The diposistion of Edward Putnam aged about 38 yeares ho testifieth and saith one the 14 day of march 1692 martha Cory the wife of giles Cory Came to the house of Thomas Putnum: she being desired to Come and see his dauter ann Putnam: ho had Charged martha  Cory to her face that she had hurt her by witchcraft but no sonner did martha Cory Come in to the hous of thomas putnam but ann putnam fell in to grevious feets of Choking blinding feat and hands twisted in a most grevious maner and told martha Cory to her face that she did it and emediately hur tonge was dran out of her: mouth  and her teeth fasned upon it in a most grevious maner after ann putnam had libberty to spake she said to martha Cory ther is a yellow burd a sucking betwen your fore finger and midel finger I see it said ann putnam I will Come and see it said she: so you may  said martha Cory: but before an Came to her I saw martha Cory put one of her fingers in the place whear ann had said she saw the  burd and semed to give a hard rub ann putnam Came and said she see nothing but emediately she was blinded after this ann putnam tryed to go to her and when she Came allmost to her shee fell down  blindad and Cold not Come at her any more: ann putnam allso  told her she put her hands upon the face of Joseph poopes wife one  the Sabath day at meeting and shuing. her how she did it emediately  her hands ware fasned to her eyes that they Cold not be pulled from  them except they should have ben broaken. off after this ann put-  nam said hear is a speet at the fier with a man apon it and Goodey Cory you be a turnning of it then marcy lues toock a stick and  struck at it and then it went away but emediately it apered again and  marcy lues ofred to strike it again but ann putnam said do not if you  love your self but presently marcy lues Cryed out with a grevious  pane in her arme as if one had struck her with a stick upon her arme   and ann putnam told goodey Cory she see her strike marcy lues with  a Iron rood upon her arme: and marcy lues and ann putnam gru so  bad with panes we desired goodey Cory to be gone and marcy lues  said she saw shadows like women but Cold not disarn ho they were  but presently Cryed out in a very loud maner I onte I onte and being  asked what they wold have her do she said they wold have me to  right and emediately she was Choked and blinded her neck twicted her  teeth and mouth #[shet] shut and gru to such feets as wold put two  or three men to it to hold her and was this evening drawn toward the fier by unseen hands as she sat in a Chare and two men hold of it \ yet she and Chare moveed toward the fier tho they labored to the Contrary her feat going formost and I seeing it steped to her feat  and lifted with my stringht together with the other two and all  littel enuf to prevent her from going in to the fier with her feat formost and this destres held tell about a leven of the Cloack in the  night/ I have allso seen maney bitees before and sence apon ouer  aflicted parsons that have told me martha Cory did it the prisner now  at the bar --                                                                    *Edward Putnam                                                                    Jurat in Curia S Sewall Cler (In left margin vertically)  Edward Putman ( Witchcraft Papers no. 20 Massachusetts Historical Society Boston MA. ),1692,,38.15
SWP No. 38.16(Deposition of Mercy Lewis v. Martha Corey)[+= May 31 1692 ]The Deposistion of Mircy lewes agged about 19 years who testifieth  and saith that I veryly beleve I was bewiched by gooddy Cory on the: 14'th of March 1691/92 for she then came to the house of  Thomas putnam to se ann putnam whom I was atending and I was  Immediatly taken whill gooddy Cory was their: and Ann putnam said shee se gooddy Cory bewich me: but I could not se parfitly who they ware that hurt me tell the 26'th of march and sence that  I have often seen the Aperishtion of goody Cory Come and afflect me by biting pinching and almost choaking me urging me vehemently to writ in hir book allso I was most dreadfully tortored whill  martha Cory was in Examination being the 21 march and Mary Walcott and Elizabeth Hubburd said they saw the Apperishtion of Martha Cory tortor me: and I beleve in my heart that martha Cory is a most  dreadfull wicth and that she hath very often affleted me a[nd] severall others by hir acts of wicthcraft.(Reverse) Mircy Lewis against Martha Cory( Witchcraft Papers no. 22a Massachusetts Historical Society Boston MA. ),1692,May,38.16
SWP No. 39.1(Petition for Restitution of Nathaniel Dane for Deliverance Dane )[++ September 9 1710]An Account of the Expences of Nathaniel Dane of Andover for his wife Deliverance who was accused of witchcraft and Suffered Imprisonment 13 weeks in the year 1692 And for his man Servant who was Imprisoned eight weeks upon the same account.viz For prison fees and money and provisionnecessarily Expended while they were in prison } 3 - 13 - 0it money to the sheriffe & the Clerk and  the keeper when my wife was discharged upon Bail } 1 - 0 - 0I desire mr Barnard to  give in this Acct           Pr *Nathaniel Dane to the  Hon'rable comittee                      N.D.  (Reverse) Nathan'll Danes Account  Deliverance Dane ImprisondNot Condemnd ( Massachusetts Archives Collection Vol. 135 No. 147. Massachusetts state Archives Boston. MA. ),1710,September,39.1
SWP No. 39.2(Fragment of an Examination of Deliverance Dane)[++ June 29 1692] Deliverance Deane being asked why she and the rest brought in Mr. Deane as afflicting persons she answered it was Satan's subtilty for he told her he would put a sham upon all these things and make people believe that he did afflict. She said Mrs. Osgood and she gave their consent the devil should bring Mr. Deane's shape to afflict. Being asked again if Mrs. Osgood and she acted this business she said yes.Thomas Hutchinson The History of the Colony and Province of Massachusetts-Bay (1767) (Cambridge MA: Harvard University Press 1936) vol. II p. 29.,1692,June,39.2
SWP No. 40.1(Warrant for the Apprehension of Mary De Rich and Officer's Return )[May 23 1692 ] To the Marshall of the County of Essex or his Lawfull Deputy or Constable in SalemYou are in theyr Majests Names hereby required to apprehend and forthwith bring before us Mary de Rich the Wife of Michaell de Rich  of Salem farmes Husbandman whoe stands Charged w'th Sundry Acts of Witchcraft by hir Comitted lately on the Bodys of Abigall Williames & Elizabeth Hubbard of Salem Village &c. whereby great hurt & Injury hath bin donne them in order to hir Exemination relateing to the same & hereof you are nott to fayle. Salem. Dat.  May. 23. 1692 .*John Hathorne *Jonathan. CorwinP ord'r of the Govern'r  & Councill I have apprehended the above named person and brought her as above  P'r *Jos'h Neal Constable (Essex County Court Archives Salem -- Witchcraft Vol. 2 no. 105 ),1692,May,40.1
SWP No. 41.1(Warrant for apprehension of Ann Dolliver and Officer's Return] )[June 6 1692]Essex ss. To the Sheriffe of the County of Essex or his deputie  or Constable in Salem or BeverleyYou are in theire Majest's names hereby required to apprehend  and forthwith bring before us Ann Dalibar the wife of Wm Dalibar of  Glocester who stands Charged this day with haveing Committed  sundry acts of Witchcraft on the Bodys of Mary Warren & susannah Shelden to the hurt of theire Bodys in order to her Examination Re-  lateing to the premises faile not Dated Salem June the 6'th 1692                                          P[er] us *Bartho Gedney*John. Hathorne*Jonathan. Corwin  Just'es of the peace (Reverse) In obediance to this warant I have aprehended the person  with in Named and brought her to the plase apoynted in order to her examination as atest                                                            my hand  *Peter Osgood                                    constabell for                                    the town of Salem (Reverse) Ann Dalibar( Essex County Court Archives Salem -- Witchcraft Vol. 2 no. 110 ) ,1692,June,41.1
SWP No. 41.2Examination of Ann Dolliver[June 6 1692]Mrs. An Doliver was examined before Majr Gedney: Mr. Hawthorne Mr. Corwin June 6: 1692 Mrs. Doliver: Did you never act witchcraft: answered: not ^ with intent^ to hurt any body with it but you implicitly confess will: you goe on to confess: but she asked where be my accusers I am not willing to accuse myself She owned she had often been out in the woods all night: once she was in a fainting fitt: & could not get #[hom] home other times she would rather ly in ye woods & goe round them come over with ye ugly fellow that kept ye fferry #[man]: her mother also was not pleased with her & she went from home on yt accot some times: but she had not seen any thing that affrighted her: nor spirits as she knew once a negro affrighted her: & she knew not a spirit from a man in ye night for she had heard yt ye devill some time was in ye shape of a man: & some times she went alone to pray: but susanna Sheldon Mary Wolcot Mary Warin came being cald they fell down: they all afirmd that this was the person yt afflicted them this day: she had other cloaths but it was ye same face: some of them sd there was a little child: yt was just now dead: yt cryed for vengeance: for she had pressed ye breath out of its body: some of them sd she had tryed seven or eight houses: her spectre sd: to afflict but could do it no where else: her spectre then sd: told them she would have kild her father if she could: for: she had more spite at him yn she had: at ye childe: also her spectre sd: yt she knew: where: to find ye devil at any time: if she did goe but to such a ditch: the [letter crossed out] afflicted sd also: yt she had poppits in a secret place that she afflicted with: Mrs. Dolliver was asked whether she had not made poppits of waxe: she sd yes #[she sd] one: after ward she ownd two popits & it was because she thought she was bewitched & she had read in a booke: that told her: that that: was ye way to afflict: them yt had afflicted her: she sd she was not very well upon it but her mother: and her brother Jno were ill #[were ill] upon it when she was afflicted as she thought she sd she was much pinched the afflicted persons: then charged her with afflicting them: & they: every one sd they saw her afflict: ye others: sd Dolliver was asked: what she had bin doing: this day yt these persons were afflicted: she sd nothing but spinning: she had stuck pins in nothing but her cloaths to dress her & she had stuck a pin to fasten her distafe: ye afflicted told her she had bin some times in Tho Putnams window at ye village but she owned it not: also that she had been at goodwife Nurses: but she sd it was but once when she mist her way going round becaus she would not goe over with ye ferry man: but being bid to shake hands with ye afflicted: she did it & they were not hurt The waxe poppits were made about fourteen year agoe: she standers by took notice that once sd Dollivers eyes were fixed: ye afflicted sd ye black man was: before her: in ye time of her examination this wasI undr written: being appointed by Authority to take: ye Above written examination doe testify: #[yt this] upon oath taken in Court: yt this is a true copy of ye #[substance] substance of it to ye best of my knowledge.Simon Willard(Reverse) Ann Dollivers Examination( MS Ch K 1.40 vol. 2 p. 194 Dept. of Rare Books and Manuscripts Boston Public Library Boston MA.),1692,June,41.2
SWP No. 42.1(Warrant for the apprehension of Lydia Dustin and Officer's Return )[May 2 1692]To the Constable of reading You are in theyr Majestyes Names Required to Apprehend and  bring before us Lydah Dasting of Reading Widdow in the County of  Middlesex on Munday Next being the Second day of the Month of  May Next Ensueing the date hereof about Eleven of the Clock in  the forenoone att the house of Lev't Nath'll Ingersolls in Salem  Village in Order to hir Examination relateing to high suspition of  severall acts of Witchcraft done or Comitted by hir upon the Bodys  of Marÿ Walcott  Ann. putnam  Mercÿ Lewis & Abigall. Williames  all of Salem Village: whereby great hurt [&] dammage hath bin  done to the Bodys of Said persons according to Complaint of Capt  Jonathan. Walcott & serg't Thomas putnam in behalfe of theyr  Majestys for themselves & severall of theyr Neighbours and hereof  you are nott to fayle att your perrill. date Salem Aprill. 30'th 1692                                                    Per us *John Hathorne*Jonathan. Corwin {  Assis'ts (Reverse) Pursewence to a warant from yrs honrs baring date the 30 of aprill last for the aprihending and bringing of the person of  Lidea Dasting in obediance ther to I have brought the said Lidea Dasting of Redding to the hous of Lu't Ingersons in Salem viledgdated in #[May: the:2d] Salem viledg the 2'd day of may 1692                                                     Atest. *John Parker of Redding (Reverse)  L. Dasting ( Essex County Court Archives Salem -- Witchcraft Vol. 2 no. 98.) ),1692,May,42.1
